date,title,writerP,zbody
20140730 22:37,공 0731(목) 정식 서버 테스트 서버 패치 작업 변경점 안내,데르와,안녕하세요마비노기 입니다2014년 07월 31일(목)패치로 변경되는 내용은 다음과 같습니다정식서 성전의 서 이벤트가 진행됩니다 제 1장 프리 챕 제 2장 출정 준 제 3장 뉴 챕터 프롤로 로그인 화면이 새롭게 변경됩니다 드레스룸 수집 목록 페이지를 변경할 때마다 수집된 아이템의 위치가 바뀌던 문제가 수정됩니다 드레스룸에서 수집 가능한 아이템 보기가 선택 되어 있을 경우 전체 페이지가 비정상적으로 보이던 문제가 수정됩니다 길들여진 새끼 드래곤 시설물 정보 설명이 일부 수정됩니다 마비노기 10주년 이벤트가 종료됩니다테스트 서 로그인 화면이 새롭게 변경됩니다 드레스룸 수집 목록 페이지를 변경할 때마다 수집된 아이템의 위치가바뀌던 문제가 수정됩니다 드레스룸에서 수집 가능한 아이템 보기가 선택 되어 있을 경우 전체페이지가 비정상적으로 보이던 문제가 수정됩니다 마비노기 10주년 이벤트가 종료됩니다감사합니다
20140725 18:55,공 (수정) 개인정보취급방침 변경 안내,아리아웬,안녕하세요 넥슨 회원여러분2014년 08월 01일 개인정보취급방침 개정에 따른 공지 내용 중일부 내용에 정정 사항이 있어서 재공지 해 드리오니서비스 이용에 참고 하시어 서비스 이용에 불편을 겪지 않도록 주의하여 주시기 바랍니다O 수정 내용 : 넥슨모바일 개인정보취급방침의 개인정보 취급 위탁사((주)엠트웰브) 삭제O 상세 내용보기 넥슨 모바일 개인정보취급방개정 전개정 후5 개인정보 제공 및 공유(중략)2) 회사는 이용자에 대하여 보다 질 높은 서비스 제공 등을 위해 사전에 동의를 획득한 경우에 한하여 아래와 같이 이용자의 개인정보를 제공하고 있습니다 제공정보의 이용 목적 : 버블리츠 게임서비스 제공 제공 대상 : 저스트나인 제공하는 개인정보 항목 : 닉네임 프로필사진 친구목록 제공 정보의 보유 및 이용 기간 : 채널링 서비스 이용 종료 시 까지5 개인정보 제공 및 공유(중략)6 수집한 개인정보의 위탁 위탁 대상자 : 에덴레드코리아 엠트웰브 위탁업무 내용 : 기프티콘발송6 수집한 개인정보의 위탁 위탁 대상자 : 에덴레드코리아 위탁업무 내용 : 기프티콘발송감사합니다안녕하세요 넥슨 회원여러분넥슨닷컴 넥슨모바일 개인정보취급방침이 2014년 08월 01일자로 변경됩니다고객 여러분께서는 변경되는 내용을 참고하시어 서비스 이용에불편을 겪지 않도록 주의하여 주시기 바랍니다 변경대상 : 넥슨 멤버스 기존회원 모바일 개인정보취급방침 변경사유 개인정보 취급 위탁사 내용 삭제 개인정보 제3자 제공 내용 삭제 변경 내용 수집한 개인정보의 위탁 개인정보 제공 및 공유 적용 일시 : 2014년 08월 01일 상세 내용보기 넥슨 멤버스 기존회원 개인정보취급방 개정 전개정 후7 수집한 개인정보의 위탁(중략) 위탁 대상자 : 에덴레드코리아 엠트웰브 위탁업무 내용 : 기프티콘 발송 제공정보의 보유 및 이용기간: 넥슨 회원탈퇴 및 위탁계약 종료 시 까지(중략) 7 수집한 개인정보의 위탁(중략) 위탁 대상자 : 에덴레드코리아 위탁업무 내용 : 기프티콘 발송 제공정보의 보유 및 이용기간: 넥슨 회원탈퇴 및 위탁계약 종료 시 까지(중략) 넥슨 모바일 개인정보취급방 개정 전개정 후5 개인정보 제공 및 공유(중략)2) 회사는 이용자에 대하여 보다 질 높은 서비스 제공 등을 위해 사전에 동의를 획득한 경우에 한하여 아래와 같이 이용자의 개인정보를 제공하고 있습니다 제공정보의 이용 목적 : 버블리츠 게임서비스 제공 제공 대상 : 저스트나인 제공하는 개인정보 항목 : 닉네임 프로필사진 친구목록 제공 정보의 보유 및 이용 기간 : 채널링 서비스 이용 종료 시 까지5 개인정보 제공 및 공유(중략)감사합니다
20140724 11:50,공 (내용수정)0724(목) 정식 서버 패치 작업 변경점 안내,니치크,안녕하세요마비노기 입니다2014년 07월 24일(목)패치로 변경되는 내용은 다음과 같습니다 마비노기x드래곤 길들이기2 제 이벤트가 진행됩니다 이벤트 페이지 바로가 10주년을 기념하여 리뉴얼 되었던 음원이 기존 음원으로 변경됩니다 소지품창에 있는 악기는 기존 음원으로 변경됩니다 리뉴얼된 음원으로 연주하시려면 NPC 발가 판매하는 축제 악기 교환권을 사용하여 교환한 축제 악기 5종을 통해 만나보실 수 있습니다 악기 교환 시인챈트 및 부가옵션이 초기화 되며 기존의 악기도 사라집니다 선택 마비노기 2014 이벤트 때 판매된 응원 아이템 6종을 드레스룸에 수집할 수 있도록 추가됩니다 드라마 시즌2 4화 뗏목 타고 도망치 미션 난이도를 낮춰 더 쉽게 완료할 수 있습니다 드라마 시즌2 6화 의퀘스트 진행 중 그림자 미션 실패 후 캐릭터가 이동 불가능한 지역으로 이동되어 미션 재도전이 불가능했던 문제가 수정됩니다감사합니다
20140717 11:12,공 0717(목) 정식 서버 패치 작업 변경점 안내,니치크,안녕하세요마비노기 입니다2014년 07월 17일(목)패치로 변경되는 내용은 다음과 같습니다 마비노기x체인크로니클 제 이벤트가 진행됩니다 이벤트 페이지 바로가 10주년 이벤트 던전 입장 시 누적레벨과 관계없이 난이도가 고정되도록 수정됩니다 10주년 이벤트 던전 보상 상자에서 얻을 수 있는 라운드 실드가 다른곳으로 이동하거나 로그아웃 등을 하면 바닥에 떨어졌던 문제가 수정됩니다 10주년 이벤트 던전에서 피닉스 스킬 부활의 불 효과가 적용되지 않도록 수정됩니다 10주년 이벤트 던전에서 긴급 탈출 아이스 B아이템을 사용할 수 없도록 수정됩니다 10주년을 기념하여 리뉴얼 되었던 악기 5종의 음원이 수정됩니다 일부 언홀리 무기 아이템의 수리비가 수정됩니다 (데스 나이트 소드 솔리투드 너클 카운트리스 보우) 알파카크리스마스 알파카의 털 채집 횟수가 남아있어도 채집할 수 없었던 문제가 수정됩니다감사합니다
20140710 18:55,공 악기의 변경된 음색 중 일부 음색이 잘못 추가된 문제,아리아웬,안녕하세요마비노기입니다0710(목) 오늘 악기 음색이 새롭게 리뉴얼 되었다는 소식에두근 반 세근 반 악기 연주 해보신 분들실제로 들려오는 악기 소리가 기대 이하여서많이들 실망하셨죠실망감을 안겨드려 죄송합니다 ()저희의 최초 의도와는 다르게게임에 일부 옥타브가 잘못 추가되어 이런 문제가 발생했습니다보통 게임 내 문제를 제보해주시면 이를 확인하고패치를 통해 수정한 이후에 변경점 공지를 통해 안내해 드렸었는데요정말 오랜 시간 공들여 야심차게 준비했고또 많은 분들께서 기뻐해주셨던 악기 리뉴얼이라조금이라도 빠르게 현재의 문제 상황을 알려드리고앞으로의 수정 계획을 안내드리려고 합니다수정 일정 안 2014년 07월 17(목) 패치 시합주나 연주를 애용하시는 분들께 불편을 끼쳐 드려 죄송합니다최대한 빠르게 문제 수정하겠습니다감사합니다
20140710 11:32,공 0710(목) 정식 서버 패치 작업 변경점 안내,니치크,안녕하세요마비노기 입니다2014년 07월 10일(목)패치로 변경되는 내용은 다음과 같습니다 10주년 기념 두 번째 이벤트가 진행됩니다 이벤트 페이지 바로가 동물 캐릭터 요정 펫이 개인상점을 지키는 중에도 이동속도 채집속도 상승 컨디션이 유지되던 문제가 수정됩니다 희대의 마법가루로 인챈트 위탁이 되지 않던 문제가 수정됩니다 거래 확장 수수료를 환불받지 못할 경우 우편으로 수표가 지급되는 기능이 추가됩니다 거래창 확장 시 1억 이상의 금액을 올려도 금화 항목에 1억까지만 표기되던 문제가 수정됩니다 프리미엄 플러스 팩을 사용 중이지만 재접속 시 교역 패널티가 적용되던 문제가 수정됩니다 마비랜드에서 늑대가 나타나는 위치가 수정됩니다 10주년을 기념하여 악기 5종(류트 만돌린 우쿨렐레 플루트 휘슬) 음원이 리뉴얼 되었습니다 많은 관심 부탁 드립니다감사합니다
20140703 12:16,공 0703(목) 정식 서버 패치 작업 변경점 안내,니치크,안녕하세요마비노기 입니다2014년 07월 03일(목)패치로 변경되는 내용은 다음과 같습니다 마비노기x서든어택 제 이벤트가 진행됩니다 이벤트 페이지 바로가 아이스 스피어 빙결 시간이 증가됩니다 낭만농장 라데카에 앉아 파트너를 소환하면 사념파가 잘못 표시되던 문제가 수정됩니다 스마트 컨텐츠 뷰에서 설정한 즐겨찾기를 해제할 수 없던 문제가 수정됩니다 RP캐릭터가 레인 캐스팅 1랭크를 사용할 경우 번개가 캐릭터까지 공격하던 문제가 수정됩니다 선 글레어 첼로 모든 파트에 염색이 가능하도록 수정됩니다 거래 시 교환창을 확장할 수 있는 기능이 추가됩니다 (거래 완료 시에만 수수료 차감) 다른 지역의 은행에 있는 아이템을 찾을 때 시간 소모 없이 즉시 가져올 수 있는 기능이 추가됩니다감사합니다
20140626 11:15,공 0626(목) 정식 서버 패치 작업 변경점 안내,니치크,안녕하세요마비노기 입니다2014년 06월 26일(목)패치로 변경되는 내용은 다음과 같습니다 길드에 10주년 기념 수표를 기부할 수 없던 문제가 수정됩니다감사합니다
20140620 11:02,공 0620(금) 정식 서버 패치 작업 변경점 안내,니치크,안녕하세요마비노기 입니다2014년 06월 20일(금)패치로 변경되는 내용은 다음과 같습니다 던바튼 외곽 지역과 반호르 등 일부 지역에서 개인상점을 이용할 수 없던 문제가 수정됩니다 낭만 농장 시설물 정보에서 권한설정을 할 수 없던 문제가 수정됩니다 10주년 미니어처 시설물 정보의 설명이 잘못되었던 문제가 수정됩니다 요정 플로라의 일부 기능이 정상적으로 적용되지 않던 문제가 수정됩니다감사합니다
20140612 11:05,공 0612(목) 정식 서버 패치 작업 변경점 안내,니치크,안녕하세요마비노기 입니다2014년 06월 12일(목)패치로 변경되는 내용은 다음과 같습니다 윈드 블래스트 스킬의 적을 밀어낸다 수련항목이 정상적으로 오르지 않던 문제가 수정됩니다감사합니다
20140606 06:01,공 0606(금) 정식 서버 패치 작업 변경점 안내,니치크,안녕하세요마비노기 입니다2014년 06월 06일(금)패치로 변경되는 내용은 다음과 같습니다 선택 마비노기 2014 이벤트의 투표 참여가 정상적으로 이루어지지 않던 문제가 수정됩니다게임 이용에 불편을 끼쳐 드려 죄송합니다감사합니다
20140530 17:17,공 0530(금) 정식 서버 패치 작업 변경점 안내,니치크,안녕하세요마비노기 입니다2014년 5월 30일(금)패치로 변경되는 내용은 다음과 같습니다 100층 던전 공략 이벤트의 알비 던전 5구역에서 나타나는 스파이더 레인 몬스터를 공격 할 수 없던 문제가 수정되었습니다게임 이용에 불편을 끼쳐 드려 죄송합니다감사합니다
20140529 12:07,공 0529(목) 정식 서버 패치 작업 변경점 안내,니치크,안녕하세요마비노기 입니다2014년 5월 29일(목)패치로 변경되는 내용은 다음과 같습니다 실내에서 위기 탈출 스킬 사용 시 시점이 고정되던 문제가 수정됩니다 거래가 불가능했던 새도우 크리스아이템이 거래가 가능하게 변경됩니다 SAO 페어리 박스 사용 시 거래 가능한 새도우 크리스로 지급됩니다 나누기가 가능한 아이템으로 요리 합성 스킬 사용 중에는 모으기능이 동작 하지 않도록 수정됩니다 열기구 추적 미션에서 디버그 메시지가 노출되던 문제가 수정됩니다 위기 탈출 스킬 사용 중 채널 이동 시 변신 마스터리 수련이 가능했던 문제가 수정됩니다 드라마 시즌2 3화 해도를 아십니 선택지 오른쪽에 위아래 화살표가 추가되어 선택지를 쉽게 알아볼 수 있습니다 카라젝의 숨겨진 금화 이벤트가 진행됩니다 이벤트 페이지 바로가감사합니다 
20140522 11:17,공 0522(목) 정식 서버 패치 작업 변경점 안내,니치크,안녕하세요마비노기 입니다2014년 5월 22일(목)패치로 변경되는 내용은 다음과 같습니다 화살 가방 안에 있는 화살통의 화살이 자동 장착되지 않던 문제가 수정됩니다 일반탭에 날개 착용 후 의장탭에 로브 슬롯 외에 다른 아이템을 착용할 때에도 날개가 보이지 않던 문제가 수정됩니다 최대 생성 가능한 캐릭터 개수(동물 캐릭터 포함)가 150개로 확장됩니다 열기구 탑승 시 순간이동 임프를 소환할 수 없던 문제가 수정됩니다 열기구 탑승 중 부활 시 와이번과 서로 공격할 수 없던 문제가 수정됩니다 마리오네트를 이용하여 PVP에서 승리 또는 패배하였을 경우 승패가 기록되지 않던 문제가 수정됩니다 드라마 시즌2 3화 괴생물체의 습 미션 난이도를 낮춰 더 쉽게 완료할 수 있습니다 드라마 시즌2 3화 예언과 단 미션 난이도를 낮춰 더 쉽게 완료할 수 있습니다 드라마 시즌2 5화 결 미션 난이도를 낮춰 더 쉽게 완료할 수 있습니다 가방을 집어서 가방안으로 마우스를 가져갔을 때 오류창이 노출 되었던 문제가 수정됩니다 지정색상금속염색앰플을 개인상점에 판매 등록 시 동일 상품 일괄 등 버튼이 활성화되었던 문제가 수정됩니다 소드 아트 온라 이벤트가 진행됩니다 이벤트 페이지 바로가감사합니다
20140515 11:06,공 0515(목) 정식 서버 패치 작업 변경점 안내,니치크,안녕하세요마비노기 입니다2014년 5월 15일(목)패치로 변경되는 내용은 다음과 같습니다 Ctrl 클을 통해 무기를 교체할 경우 활 석궁 핸들 등 무기 아이템이 사라졌던 문제가 수정됩니다감사합니다
20140509 11:20,공 0509(금) 정식 서버 패치 작업 변경점 안내,니치크,안녕하세요마비노기 입니다2014년 5월 9일(금)패치로 변경되는 내용은 다음과 같습니다1 수표를 소지품창에 넣을 경우 금액에 무관하게 색상이 금색으로 고정되었던 문제가 수정됩니다 2 개인상점에 올라온 아이템에 마우스를 가져가서 가격을 확인할 수 없던 문제가 수정됩니다 3 착용중이던 무기를 CTRL 클을 통해 전용 가방에 보관할 수 있었던 문제가 수정됩니다 감사합니다
20140508 12:17,공 0508(목) 정식 서버 패치 작업 변경점 안내,니치크,안녕하세요마비노기 입니다2014년 5월 8일(목)패치로 변경되는 내용은 다음과 같습니다더 좋은 에린 생활을 위한 UI 개 드레스룸에 수집 가능한 아이템 보 기능이 추가됩니다 인벤토리 오른쪽 위에 모으 기능이 추가되어 같은 종류의 아이템을 자동으로 모을 수 있도록 변경됩니다 인벤토리에 있는 아이템과 현재 착용하고 있는 아이템을 비교할 수 있는 기능이 추가 됩니다 쌍검과 같이 양손 장착 가능 아이템의 경우 양쪽 슬롯에 아이템을 장착한 상태에서 왼쪽 쉬프트키를 이용하면 두 아이템의 툴팁을 비교 할 수 있습니다 장비류 아이템을 인벤토리에서 컨트롤 클하면 자동 장착해제 되도록 변경됩니다 새롭게 획득한 아이템 강조하 기능이 추가 됩니다 (환경설정 게임 기타에서 기능을 설정해제 할 수 있습니다)버그 수 하이드라 연성 스킬로 교역 약탈탄을 처치하면 빼앗긴 교역품을 돌려받지 못하던 문제가 수정됩니다 교역시 약탈자 등장 후 파티생성탈퇴를 재빨리하면 최하급 약탈단만 나오던 문제가 수정됩니다 뗏목 나오존에서 키보드로 이동가능 하도록 변경됩니다 초코와플 드레스를 착용한 상태로 죽은 척 액션을 사용하면 눈을 뜨고 있던 문제가 수정됩니다 제로 영웅인 트레저 헌터 캐릭터 생성 시 회피가 연습랭크로 주어져 승급할 수 없었던 문제가 수정됩니다 제로 재능을 선택하여 관련 스킬을 이미 획득한 캐릭터에게 스킬 습득 퀘스트가 지급되던 문제가 수정됩니다 장비 판매 통일 패치 이후 무기점에서 가디언 보우 시미터 브리건딘 노르만 워리어 아머 구매할 수 없던 문제가 수정됩니다 디바 2차 타이틀 효과 중 음악 버프 스킬 효과가 로 표기되었던 문제가 수정됩니다 푸른 개조석(이벤트)의 아이템 설명이 잘못된 문제가 수정됩니다 메이즈 평원 상급 던전의 보상이 메이즈 평원 유물 상자 고급으로 나오도록 수정됩니다 휴식 스킬 중에는 동물 캐릭터 알파카를 들 수 없도록 수정됩니다 낭만 비행 사용 중에는 마리오네트를 소환할 수 없도록 변경됩니다 비정상적인 뗏목 구간에서 위기탈출 스킬의 수련치를 획득할 수 있었던 문제가 수정됩니다 합성에 실패할 경우 재료가 소모되지 않던 문제가 수정됩니다 일부 NPC의 우클릭 메뉴에 타기 메뉴가 있어 비행 액션을 할 수 있던 문제가 수정됩니다 G9 마지막을 향한 전투 그림자 미션 중 3명 NPC가 죽지 않았으나 미션 실패처리 되던 문제가 수정됩니다 코일 페카 상급 던전 세 번째 방의 마지막 몬스터를 크로스 버스터 스킬로 처치할 경우 보스방에 입장할 수 없는 문제 수정됩니다 긴급 탈출 폭탄으로 매직 웨폰 마스터리 수련치를 올릴 수 있던 문제가 수정됩니다 비행 중 동물 캐릭터가 소환 해제되어 착지한 후에도 비행용 미니맵이 유지되던 문제가 수정됩니다 컨디션 표시가 생명력 표시 바를 가려 생명력 확인이 어려웠던 문제가 수정됩니다 NPC와 대화 중일 경우 음식을 섭취할 수 없도록 변경됩니다 드림캐처 변신 상태인 캐릭터를 낭만농장에서 추방할 수 없었던 문제가 수정됩니다 격투술 스킬 사용 시 방호벽을 사이로 두고 스킬 사용 시 몬스터 공격이 가능했던 문제 수정됩니다 자신에게 스파크 스킬을 사용한 다음 광란의 질주 스킬 사용 시 시전이 취소되던 문제가 수정됩니다 타워실린더를 설치 후 연금술 사용 시 숙련도 상승 및 내구도 감소가 적용되지 않던 문제 수정됩니다 자이언트 캐릭터의 던지기 스킬에서 세공 대미지 증가 효과가 적용되지 않던 문제가 수정됩니다 마력탄을 동물 캐릭터 인벤토리에 넣은 상태로 리로드하면 스킬 트리거가 동작했던 문제가 수정됩니다 핸디 크래프트 스킬로 가벼운 종이 제작 시 가벼운 종이가 재료로 인식되었던 문제가 수정됩니다 매직 크래프트 스킬로 랑그히리스 체이서 제작 시 재료가 잘못 인식되던 문제가 수정됩니다 자장가 스킬로 잠든 상태에서 레인 캐스팅 스킬의 번개에 대미지를 입으면 잠든 상태가 해제되도록 수정됩니다 몬스터에게 라이프 드레인 스킬로 공격 당할 시 대륙 이동이 가능했던 문제가 수정됩니다 비극의 음유시 퀘스트가 도착하지 않아 G13 메인스트림을 진행할 수 없었던 문제가 수정됩니다 중갑옷과 천옷을 연속으로 바꿔가며 착용하면 비정상적으로 오토디펜스가 발동하던 문제가 수정됩니다 낭만 농장에서 캠프파이어를 통해 요리 스킬 사용 시 사념파가 잘못 출력되었던 문제가 수정됩니다 두 캐릭터가 현혹의 연주 스킬을 중 한 캐릭터가 취소할 경우 현혹된 몬스터가 스킬을 취소한 캐릭터에게 공격하던 문제가 수정됩니다 와이어 풀링 및 와이어 바인딩 스킬의 쿨타임이 진행 중인 상태에서 스킬을 사용할 수 있었던 문제가 수정됩니다 헤일스톰 지속시간이 10초 이하로 남았을 때 스킬을 재사용해도 스킬이 취소되지 않도록 수정됩니다 샌드 버스트 스킬의 수련치가 수련 조건에 맞지 않아도 상승되었던 문제가 수정됩니다 행동불능 창에서 이 자리에서 부활한 선택하여 부활한 뒤 또 다시 행동불능이 되었을때 이대로 구조를 기다린 누르면 부활 쿨타임이 초기화 되던 문제가 수정됩니다감사합니다
20140430 12:11,공 내용추 0430(수) 정식 서버 패치 작업 변경점 안내,니치크,안녕하세요마비노기 입니다2014년 4월 30일(수)패치로 변경되는 내용은 다음과 같습니다 드라마 시즌2 6화 의식 제물 희가 진행됩니다 카라젝의 보물 상자 구성품이 일부 변경됩니다 드라마 네메톤으 퀘스트 중 복종의 방에서 포탈을 클릭하면 캐릭터가 움직일 수 없던 문제가 수정됩니다 드라마 진행 중 하이드라 연성 스킬을 사용하여 보스 몬스터 디안 케에게 대미지를 줄 수 있던 문제가 수정됩니다 대쉬 펀치 스킬 사용 시 다른 캐릭터가 대상을 먼저 공격하면 캐릭터 제어가 불가능했던 문제가 수정됩니다 드라마 6화 그림자 미션 달려 퀘스트 난이도를 낮춰 더 쉽게 완료할 수 있습니다감사합니다
20140424 11:30,공 0424(목) 테스트 서버 패치 작업 변경점 안내,리쥬벤,안녕하세요마비노기 입니다2014년 4월 24일(목)패치로 변경되는 내용은 다음과 같습니다 초코와플 드레스를 착용한 상태로 죽은 척 액션을 사용하면 눈을 뜨고 있던 문제가 수정됩니다 장비 판매 통일 패치 이후 무기점에서 일부 아이템을 구매할 수 없던 문제가 수정됩니다 디바 2차 타이틀 효과 중 음악 버프 스킬 효과가 로 표기되었던 문제가 수정됩니다 푸른 개조석(이벤트)의 아이템 설명이 잘못된 문제가 수정됩니다 메이즈 평원 상급 던전의 보상이 메이즈 평원 유물 상자 고급으로 나오도록 수정됩니다 낭만 비행 사용 중에는 마리오네트를 소환할 수 없도록 변경됩니다 비정상적인 뗏목 구간에서 위기탈출 스킬의 수련치를 획득할 수 있었던 문제가 수정됩니다 합성에 실패할 경우 재료가 소모되지 않던 문제가 수정됩니다 일부 NPC의 우클릭 메뉴에 타기 메뉴가 있어 비행 액션을 할 수 있던 문제가 수정됩니다 G9 마지막을 향한 전투 그림자 미션 중 3명 NPC가 죽지 않았으나 미션 실패처리 되던 문제가 수정됩니다 코일 페카 상급 던전 세 번째 방의 마지막 몬스터를 크로스 버스터 스킬로 처치할 경우 보스방에 입장할 수 없는 문제 수정됩니다 긴급 탈출 폭탄으로 매직 웨폰 마스터리 수련치를 올릴 수 있던 문제가 수정됩니다 컨디션 표시가 생명력 표시 바를 가려 생명력 확인이 어려웠던 문제가 수정됩니다 NPC와 대화 중일 경우 음식을 섭취할 수 없도록 변경됩니다 드림캐처 변신 상태인 캐릭터를 낭만농장에서 추방할 수 없었던 문제가 수정됩니다 격투술 스킬 사용 시 방호벽을 사이로 두고 스킬 사용 시 몬스터 공격이 가능했던 문제 수정됩니다 자신에게 스파크 스킬을 사용한 다음 광란의 질주 스킬 사용 시 시전이 취소되던 문제가 수정됩니다 타워실린더를 설치 후 연금술 사용 시 숙련도 상승 및 내구도 감소가 적용되지 않던 문제 수정됩니다 자이언트 캐릭터의 던지기 스킬에서 세공 대미지 증가 효과가 적용되지 않던 문제가 수정됩니다 마력탄을 동물 캐릭터 인벤토리에 넣은 상태로 리로드하면 스킬 트리거가 동작했던 문제가 수정됩니다 핸디 크래프트 스킬로 가벼운 종이 제작 시 가벼운 종이가 재료로 인식되었던 문제가 수정됩니다 매직 크래프트 스킬로 랑그히리스 체이서 제작 시 재료가 잘못 인식되던 문제가 수정됩니다 자장가 스킬로 잠든 상태에서 레인 캐스팅 스킬의 번개에 대미지를 입으면 잠든 상태가 해제되도록 수정됩니다 몬스터에게 라이프 드레인 스킬로 공격 당할 시 대륙 이동이 가능했던 문제가 수정됩니다 낭만 농장에서 캠프파이어를 통해 요리 스킬 사용 시 사념파가 잘못 출력되었던 문제가 수정됩니다 두 캐릭터가 현혹의 연주 스킬을 중 한 캐릭터가 취소할 경우 현혹된 몬스터가 스킬을 취소한 캐릭터에게 공격하던 문제가 수정됩니다 와이어 풀링 및 와이어 바인딩 스킬의 쿨타임이 진행 중인 상태에서 스킬을 사용할 수 있었던 문제가 수정됩니다 헤일스톰 지속시간이 10초 이하로 남았을 때 스킬을 재사용해도 스킬이 취소되지 않도록 수정됩니다 샌드 버스트 스킬의 수련치가 수련 조건에 맞지 않아도 상승되었던 문제가 수정됩니다 테스트를 위한 내용으로 정식 서버 투입 시일부 내용이 변경 또는 투입이 되지 않을 수 있습니다감사합니다
